DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
31R031,P.S. 031 William T. Davis,2017-18,388,26,54,68,44,63,63,70,0,0,0,0,0,0,0,179,46.1%,209,53.9%,1,0.3%,178,45.9%,168,43.3%,19,4.9%,22,5.7%,121,31.2%,24,6.2%,349,89.9%,92.6%
31R032,P.S. 032 The Gifford School,2013-14,781,34,108,111,107,127,140,154,0,0,0,0,0,0,0,377,48.3%,404,51.7%,26,3.3%,5,0.6%,111,14.2%,13,1.7%,626,80.2%,174,22.3%,17,2.2%,294,37.6%,
31R032,P.S. 032 The Gifford School,2014-15,714,37,94,110,108,104,124,137,0,0,0,0,0,0,0,339,47.5%,375,52.5%,19,2.7%,7,1.0%,111,15.5%,9,1.3%,568,79.6%,183,25.6%,13,1.8%,249,34.9%,25.4%
31R032,P.S. 032 The Gifford School,2015-16,687,53,97,96,108,106,105,122,0,0,0,0,0,0,0,340,49.5%,347,50.5%,18,2.6%,5,0.7%,115,16.7%,10,1.5%,539,78.5%,195,28.4%,13,1.9%,225,32.8%,24.5%
31R032,P.S. 032 The Gifford School,2016-17,676,54,111,96,95,110,105,105,0,0,0,0,0,0,0,322,47.6%,354,52.4%,29,4.3%,8,1.2%,120,17.8%,18,2.7%,501,74.1%,199,29.4%,20,3.0%,224,33.1%,23.3%
31R032,P.S. 032 The Gifford School,2017-18,674,54,113,105,100,94,109,99,0,0,0,0,0,0,0,317,47.0%,357,53.0%,43,6.4%,5,0.7%,103,15.3%,14,2.1%,509,75.5%,178,26.4%,21,3.1%,219,32.5%,29.5%
31R034,I.S. 034 Tottenville,2013-14,1147,0,0,0,0,0,0,0,387,393,367,0,0,0,0,564,49.2%,583,50.8%,28,2.4%,3,0.3%,128,11.2%,9,0.8%,979,85.4%,245,21.4%,9,0.8%,371,32.3%,
31R034,I.S. 034 Tottenville,2014-15,1165,0,0,0,0,0,0,0,388,390,387,0,0,0,0,575,49.4%,590,50.6%,34,2.9%,5,0.4%,140,12.0%,9,0.8%,977,83.9%,284,24.4%,14,1.2%,391,33.6%,23.7%
31R034,I.S. 034 Tottenville,2015-16,1172,0,0,0,0,0,0,0,397,390,385,0,0,0,0,574,49.0%,598,51.0%,43,3.7%,4,0.3%,126,10.8%,8,0.7%,991,84.6%,307,26.2%,15,1.3%,390,33.3%,23.5%
31R034,I.S. 034 Tottenville,2016-17,1122,0,0,0,0,0,0,0,350,383,389,0,0,0,0,556,49.6%,566,50.4%,41,3.7%,4,0.4%,119,10.6%,7,0.6%,951,84.8%,307,27.4%,21,1.9%,375,33.4%,22.0%
31R034,I.S. 034 Tottenville,2017-18,1091,0,0,0,0,0,0,0,365,348,378,0,0,0,0,545,50.0%,546,50.0%,44,4.0%,7,0.6%,122,11.2%,6,0.5%,912,83.6%,300,27.5%,23,2.1%,373,34.2%,26.9%
31R035,P.S. 35 The Clove Valley School,2013-14,369,0,61,76,53,59,60,60,0,0,0,0,0,0,0,173,46.9%,196,53.1%,20,5.4%,30,8.1%,87,23.6%,7,1.9%,225,61.0%,70,19.0%,12,3.3%,141,38.2%,
31R035,P.S. 35 The Clove Valley School,2014-15,379,0,77,60,75,51,59,57,0,0,0,0,0,0,0,167,44.1%,212,55.9%,29,7.7%,32,8.4%,84,22.2%,11,2.9%,223,58.8%,70,18.5%,9,2.4%,152,40.1%,31.9%
31R035,P.S. 35 The Clove Valley School,2015-16,373,0,66,72,54,72,50,59,0,0,0,0,0,0,0,168,45.0%,205,55.0%,23,6.2%,33,8.8%,88,23.6%,16,4.3%,213,57.1%,75,20.1%,10,2.7%,137,36.7%,28.4%
31R035,P.S. 35 The Clove Valley School,2016-17,392,0,71,66,71,51,78,55,0,0,0,0,0,0,0,178,45.4%,214,54.6%,36,9.2%,43,11.0%,75,19.1%,15,3.8%,223,56.9%,79,20.2%,13,3.3%,135,34.4%,28.1%
31R035,P.S. 35 The Clove Valley School,2017-18,395,0,50,77,62,78,50,78,0,0,0,0,0,0,0,183,46.3%,212,53.7%,48,12.2%,41,10.4%,76,19.2%,20,5.1%,210,53.2%,88,22.3%,13,3.3%,152,38.5%,35.5%
31R036,P.S. 036 J. C. Drumgoole,2013-14,934,57,126,148,145,166,133,159,0,0,0,0,0,0,0,454,48.6%,480,51.4%,38,4.1%,7,0.7%,93,10.0%,11,1.2%,785,84.0%,196,21.0%,13,1.4%,287,30.7%,
31R036,P.S. 036 J. C. Drumgoole,2014-15,912,72,131,126,145,142,166,130,0,0,0,0,0,0,0,429,47.0%,483,53.0%,40,4.4%,3,0.3%,99,10.9%,16,1.8%,754,82.7%,175,19.2%,17,1.9%,288,31.6%,19.1%
31R036,P.S. 036 J. C. Drumgoole,2015-16,920,82,132,131,122,150,140,163,0,0,0,0,0,0,0,458,49.8%,462,50.2%,52,5.7%,2,0.2%,107,11.6%,15,1.6%,744,80.9%,194,21.1%,22,2.4%,305,33.2%,18.1%
31R036,P.S. 036 J. C. Drumgoole,2016-17,884,86,141,125,127,120,146,139,0,0,0,0,0,0,0,427,48.3%,457,51.7%,44,5.0%,2,0.2%,117,13.2%,13,1.5%,708,80.1%,205,23.2%,20,2.3%,272,30.8%,18.7%
31R036,P.S. 036 J. C. Drumgoole,2017-18,855,73,133,131,123,124,122,149,0,0,0,0,0,0,0,422,49.4%,433,50.6%,46,5.4%,2,0.2%,128,15.0%,12,1.4%,667,78.0%,187,21.9%,31,3.6%,295,34.5%,26.2%
31R038,P.S. 038 George Cromwell,2013-14,343,18,54,47,60,57,61,46,0,0,0,0,0,0,0,191,55.7%,152,44.3%,19,5.5%,15,4.4%,114,33.2%,2,0.6%,193,56.3%,80,23.3%,33,9.6%,239,69.7%,
31R038,P.S. 038 George Cromwell,2014-15,370,36,47,56,52,58,57,64,0,0,0,0,0,0,0,193,52.2%,177,47.8%,25,6.8%,16,4.3%,122,33.0%,3,0.8%,204,55.1%,83,22.4%,49,13.2%,245,66.2%,51.8%
31R038,P.S. 038 George Cromwell,2015-16,371,33,55,53,62,51,62,55,0,0,0,0,0,0,0,186,50.1%,185,49.9%,31,8.4%,9,2.4%,124,33.4%,2,0.5%,205,55.3%,68,18.3%,55,14.8%,244,65.8%,45.4%
31R038,P.S. 038 George Cromwell,2016-17,388,30,52,65,51,69,59,62,0,0,0,0,0,0,0,198,51.0%,190,49.0%,45,11.6%,9,2.3%,131,33.8%,7,1.8%,196,50.5%,83,21.4%,68,17.5%,264,68.0%,41.9%
31R038,P.S. 038 George Cromwell,2017-18,376,36,49,47,72,49,64,59,0,0,0,0,0,0,0,196,52.1%,180,47.9%,56,14.9%,13,3.5%,113,30.1%,9,2.4%,185,49.2%,74,19.7%,73,19.4%,263,69.9%,55.4%
31R039,P.S. 39 Francis J. Murphy Jr.,2013-14,589,36,95,89,102,86,89,92,0,0,0,0,0,0,0,281,47.7%,308,52.3%,84,14.3%,36,6.1%,171,29.0%,5,0.8%,293,49.7%,96,16.3%,49,8.3%,404,68.6%,
31R039,P.S. 39 Francis J. Murphy Jr.,2014-15,547,35,82,93,77,95,81,84,0,0,0,0,0,0,0,269,49.2%,278,50.8%,83,15.2%,31,5.7%,174,31.8%,4,0.7%,255,46.6%,107,19.6%,52,9.5%,378,69.1%,53.7%
31R039,P.S. 39 Francis J. Murphy Jr.,2015-16,535,18,93,88,89,81,91,75,0,0,0,0,0,0,0,253,47.3%,282,52.7%,77,14.4%,29,5.4%,171,32.0%,4,0.7%,254,47.5%,108,20.2%,57,10.7%,363,67.9%,52.5%
31R039,P.S. 39 Francis J. Murphy Jr.,2016-17,560,18,101,94,84,91,84,88,0,0,0,0,0,0,0,262,46.8%,298,53.2%,74,13.2%,47,8.4%,177,31.6%,5,0.9%,257,45.9%,132,23.6%,61,10.9%,386,68.9%,52.8%
31R039,P.S. 39 Francis J. Murphy Jr.,2017-18,548,0,86,101,94,85,93,89,0,0,0,0,0,0,0,263,48.0%,285,52.0%,92,16.8%,48,8.8%,167,30.5%,8,1.5%,233,42.5%,121,22.1%,69,12.6%,375,68.4%,64.5%
31R041,The Stephanie A. Vierno School,2013-14,713,51,122,113,115,91,120,101,0,0,0,0,0,0,0,342,48.0%,371,52.0%,36,5.0%,29,4.1%,205,28.8%,9,1.3%,434,60.9%,172,24.1%,57,8.0%,436,61.2%,
31R041,The Stephanie A. Vierno School,2014-15,706,36,105,128,108,107,94,128,0,0,0,0,0,0,0,332,47.0%,374,53.0%,40,5.7%,18,2.5%,206,29.2%,18,2.5%,424,60.1%,161,22.8%,69,9.8%,456,64.6%,45.6%
31R041,The Stephanie A. Vierno School,2015-16,693,36,105,108,130,107,109,98,0,0,0,0,0,0,0,336,48.5%,357,51.5%,51,7.4%,23,3.3%,201,29.0%,21,3.0%,397,57.3%,147,21.2%,76,11.0%,442,63.8%,43.8%
31R041,The Stephanie A. Vierno School,2016-17,705,36,113,108,105,130,103,110,0,0,0,0,0,0,0,344,48.8%,361,51.2%,71,10.1%,15,2.1%,205,29.1%,17,2.4%,397,56.3%,144,20.4%,90,12.8%,455,64.5%,41.9%
31R041,The Stephanie A. Vierno School,2017-18,685,36,88,110,113,102,135,101,0,0,0,0,0,0,0,334,48.8%,351,51.2%,87,12.7%,16,2.3%,209,30.5%,16,2.3%,357,52.1%,149,21.8%,103,15.0%,463,67.6%,54.5%
31R042,P.S. 042 Eltingville,2013-14,939,68,135,146,153,133,138,166,0,0,0,0,0,0,0,469,49.9%,470,50.1%,29,3.1%,5,0.5%,111,11.8%,11,1.2%,783,83.4%,199,21.2%,22,2.3%,345,36.7%,
31R042,P.S. 042 Eltingville,2014-15,934,67,154,148,141,153,131,140,0,0,0,0,0,0,0,458,49.0%,476,51.0%,33,3.5%,2,0.2%,116,12.4%,10,1.1%,773,82.8%,202,21.6%,24,2.6%,318,34.0%,23.9%
31R042,P.S. 042 Eltingville,2015-16,970,54,170,164,145,144,157,136,0,0,0,0,0,0,0,471,48.6%,499,51.4%,44,4.5%,6,0.6%,133,13.7%,8,0.8%,779,80.3%,219,22.6%,29,3.0%,340,35.1%,23.5%
31R042,P.S. 042 Eltingville,2016-17,1018,54,153,190,172,140,150,159,0,0,0,0,0,0,0,490,48.1%,528,51.9%,65,6.4%,12,1.2%,135,13.3%,12,1.2%,794,78.0%,236,23.2%,31,3.0%,358,35.2%,23.0%
31R042,P.S. 042 Eltingville,2017-18,1042,54,153,164,191,174,147,159,0,0,0,0,0,0,0,502,48.2%,540,51.8%,102,9.8%,15,1.4%,135,13.0%,10,1.0%,780,74.9%,244,23.4%,44,4.2%,386,37.0%,30.5%
31R044,P.S. 044 Thomas C. Brown,2013-14,890,79,144,151,133,142,131,110,0,0,0,0,0,0,0,446,50.1%,444,49.9%,22,2.5%,368,41.3%,449,50.4%,36,4.0%,15,1.7%,262,29.4%,68,7.6%,840,94.4%,
31R044,P.S. 044 Thomas C. Brown,2014-15,942,82,149,165,141,143,143,119,0,0,0,0,0,0,0,493,52.3%,449,47.7%,19,2.0%,390,41.4%,478,50.7%,41,4.4%,14,1.5%,276,29.3%,66,7.0%,886,94.1%,82.6%
31R044,P.S. 044 Thomas C. Brown,2015-16,970,82,163,151,163,141,136,134,0,0,0,0,0,0,0,505,52.1%,465,47.9%,26,2.7%,382,39.4%,502,51.8%,37,3.8%,23,2.4%,306,31.5%,66,6.8%,919,94.7%,82.4%
31R044,P.S. 044 Thomas C. Brown,2016-17,912,70,138,164,148,147,122,123,0,0,0,0,0,0,0,470,51.5%,442,48.5%,29,3.2%,374,41.0%,451,49.5%,36,3.9%,22,2.4%,323,35.4%,69,7.6%,864,94.7%,83.7%
31R044,P.S. 044 Thomas C. Brown,2017-18,879,69,129,145,148,126,142,120,0,0,0,0,0,0,0,434,49.4%,445,50.6%,21,2.4%,362,41.2%,435,49.5%,37,4.2%,24,2.7%,275,31.3%,55,6.3%,832,94.7%,90.8%
31R045,P.S. 045 John Tyler,2013-14,911,0,155,159,159,144,134,160,0,0,0,0,0,0,0,457,50.2%,454,49.8%,44,4.8%,189,20.7%,393,43.1%,17,1.9%,268,29.4%,203,22.3%,64,7.0%,647,71.0%,
31R045,P.S. 045 John Tyler,2014-15,891,18,148,159,156,145,131,134,0,0,0,0,0,0,0,452,50.7%,439,49.3%,43,4.8%,169,19.0%,399,44.8%,29,3.3%,251,28.2%,207,23.2%,66,7.4%,654,73.4%,60.3%
31R045,P.S. 045 John Tyler,2015-16,900,35,136,148,149,155,145,132,0,0,0,0,0,0,0,452,50.2%,448,49.8%,47,5.2%,155,17.2%,421,46.8%,32,3.6%,245,27.2%,199,22.1%,49,5.4%,669,74.3%,59.9%
31R045,P.S. 045 John Tyler,2016-17,873,33,146,132,156,134,133,139,0,0,0,0,0,0,0,430,49.3%,443,50.7%,51,5.8%,149,17.1%,422,48.3%,36,4.1%,215,24.6%,189,21.6%,50,5.7%,644,73.8%,56.5%
31R045,P.S. 045 John Tyler,2017-18,862,34,141,146,138,140,135,128,0,0,0,0,0,0,0,431,50.0%,431,50.0%,62,7.2%,147,17.1%,424,49.2%,34,3.9%,195,22.6%,190,22.0%,50,5.8%,620,71.9%,65.5%
31R046,P.S. 046 Albert V. Maniscalco,2013-14,340,20,54,55,50,49,55,57,0,0,0,0,0,0,0,162,47.6%,178,52.4%,27,7.9%,53,15.6%,116,34.1%,5,1.5%,139,40.9%,100,29.4%,28,8.2%,265,77.9%,
31R046,P.S. 046 Albert V. Maniscalco,2014-15,324,18,48,55,50,50,47,56,0,0,0,0,0,0,0,153,47.2%,171,52.8%,28,8.6%,48,14.8%,118,36.4%,6,1.9%,124,38.3%,95,29.3%,34,10.5%,265,81.8%,64.4%
31R046,P.S. 046 Albert V. Maniscalco,2015-16,296,18,41,46,51,50,46,44,0,0,0,0,0,0,0,135,45.6%,161,54.4%,29,9.8%,43,14.5%,116,39.2%,5,1.7%,103,34.8%,96,32.4%,28,9.5%,245,82.8%,62.1%
31R046,P.S. 046 Albert V. Maniscalco,2016-17,286,18,46,39,46,44,50,43,0,0,0,0,0,0,0,143,50.0%,143,50.0%,27,9.4%,45,15.7%,119,41.6%,5,1.7%,90,31.5%,89,31.1%,29,10.1%,245,85.7%,64.3%
31R046,P.S. 046 Albert V. Maniscalco,2017-18,269,17,34,41,36,39,44,58,0,0,0,0,0,0,0,138,51.3%,131,48.7%,23,8.6%,39,14.5%,110,40.9%,4,1.5%,93,34.6%,69,25.7%,34,12.6%,222,82.5%,68.3%
31R047,CSI High School for International Studies,2013-14,527,0,0,0,0,0,0,0,0,0,0,136,136,123,132,304,57.7%,223,42.3%,61,11.6%,61,11.6%,102,19.4%,2,0.4%,301,57.1%,86,16.3%,2,0.4%,231,43.8%,
31R047,CSI High School for International Studies,2014-15,520,0,0,0,0,0,0,0,0,0,0,135,130,134,121,296,56.9%,224,43.1%,59,11.3%,46,8.8%,104,20.0%,24,4.6%,287,55.2%,87,16.7%,2,0.4%,224,43.1%,27.6%
31R047,CSI High School for International Studies,2015-16,495,0,0,0,0,0,0,0,0,0,0,105,133,129,128,288,58.2%,207,41.8%,55,11.1%,32,6.5%,99,20.0%,45,9.1%,264,53.3%,78,15.8%,3,0.6%,199,40.2%,28.0%
31R047,CSI High School for International Studies,2016-17,491,0,0,0,0,0,0,0,0,0,0,125,108,131,127,300,61.1%,191,38.9%,61,12.4%,42,8.6%,81,16.5%,60,12.2%,247,50.3%,78,15.9%,2,0.4%,227,46.2%,26.5%
31R047,CSI High School for International Studies,2017-18,495,0,0,0,0,0,0,0,0,0,0,135,127,100,133,306,61.8%,187,37.8%,71,14.3%,39,7.9%,97,19.6%,10,2.0%,278,56.2%,77,15.6%,1,0.2%,240,48.5%,35.5%
31R048,P.S. 048 William G. Wilcox,2013-14,747,35,93,99,114,98,106,100,102,0,0,0,0,0,0,372,49.8%,375,50.2%,138,18.5%,34,4.6%,133,17.8%,16,2.1%,426,57.0%,127,17.0%,44,5.9%,341,45.6%,
31R048,P.S. 048 William G. Wilcox,2014-15,885,30,103,100,104,118,105,126,102,97,0,0,0,0,0,435,49.2%,450,50.8%,153,17.3%,35,4.0%,154,17.4%,14,1.6%,529,59.8%,163,18.4%,52,5.9%,382,43.2%,31.2%
31R048,P.S. 048 William G. Wilcox,2015-16,948,18,96,97,97,101,116,107,124,99,93,0,0,0,0,465,49.1%,483,50.9%,163,17.2%,37,3.9%,168,17.7%,16,1.7%,564,59.5%,183,19.3%,56,5.9%,402,42.4%,28.3%
31R048,P.S. 048 William G. Wilcox,2016-17,975,18,105,103,103,95,102,132,101,120,96,0,0,0,0,485,49.7%,490,50.3%,182,18.7%,42,4.3%,166,17.0%,17,1.7%,568,58.3%,191,19.6%,65,6.7%,417,42.8%,27.0%
31R048,P.S. 048 William G. Wilcox,2017-18,981,18,95,113,104,102,102,104,128,97,118,0,0,0,0,489,49.8%,492,50.2%,192,19.6%,38,3.9%,172,17.5%,18,1.8%,561,57.2%,184,18.8%,72,7.3%,407,41.5%,34.4%
31R049,I.S. 49 Berta A. Dreyfus,2013-14,795,0,0,0,0,0,0,0,259,259,277,0,0,0,0,372,46.8%,423,53.2%,91,11.4%,281,35.3%,314,39.5%,6,0.8%,103,13.0%,254,31.9%,91,11.4%,706,88.8%,
31R049,I.S. 49 Berta A. Dreyfus,2014-15,750,0,0,0,0,0,0,0,228,268,254,0,0,0,0,366,48.8%,384,51.2%,79,10.5%,273,36.4%,303,40.4%,3,0.4%,92,12.3%,254,33.9%,85,11.3%,618,82.4%,73.4%
31R049,I.S. 49 Berta A. Dreyfus,2015-16,775,0,0,0,0,0,0,0,254,248,273,0,0,0,0,406,52.4%,369,47.6%,85,11.0%,271,35.0%,318,41.0%,5,0.6%,96,12.4%,271,35.0%,78,10.1%,670,86.5%,73.9%
31R049,I.S. 49 Berta A. Dreyfus,2016-17,762,0,0,0,0,0,0,0,249,254,259,0,0,0,0,403,52.9%,359,47.1%,75,9.8%,251,32.9%,343,45.0%,9,1.2%,84,11.0%,261,34.3%,88,11.5%,643,84.4%,74.4%
31R049,I.S. 49 Berta A. Dreyfus,2017-18,612,0,0,0,0,0,0,0,157,215,240,0,0,0,0,327,53.4%,285,46.6%,55,9.0%,213,34.8%,282,46.1%,6,1.0%,56,9.2%,217,35.5%,81,13.2%,576,94.1%,87.3%
31R050,P.S. 050 Frank Hankinson,2013-14,882,50,115,166,149,145,145,112,0,0,0,0,0,0,0,451,51.1%,431,48.9%,71,8.0%,18,2.0%,108,12.2%,14,1.6%,671,76.1%,168,19.0%,37,4.2%,279,31.6%,
31R050,P.S. 050 Frank Hankinson,2014-15,857,46,103,126,160,146,139,137,0,0,0,0,0,0,0,442,51.6%,415,48.4%,71,8.3%,20,2.3%,126,14.7%,17,2.0%,623,72.7%,147,17.2%,45,5.3%,283,33.0%,24.4%
31R050,P.S. 050 Frank Hankinson,2015-16,833,36,106,112,131,162,145,141,0,0,0,0,0,0,0,433,52.0%,400,48.0%,73,8.8%,21,2.5%,127,15.2%,21,2.5%,591,70.9%,160,19.2%,23,2.8%,278,33.4%,23.6%
31R050,P.S. 050 Frank Hankinson,2016-17,798,36,91,113,119,134,164,141,0,0,0,0,0,0,0,414,51.9%,384,48.1%,82,10.3%,21,2.6%,121,15.2%,19,2.4%,555,69.5%,164,20.6%,27,3.4%,267,33.5%,23.9%
31R050,P.S. 050 Frank Hankinson,2017-18,774,36,106,101,114,121,133,163,0,0,0,0,0,0,0,403,52.1%,371,47.9%,96,12.4%,17,2.2%,120,15.5%,17,2.2%,524,67.7%,141,18.2%,38,4.9%,308,39.8%,30.1%
31R051,I.S. 051 Edwin Markham,2013-14,1131,0,0,0,0,0,0,0,436,387,308,0,0,0,0,543,48.0%,588,52.0%,71,6.3%,260,23.0%,526,46.5%,14,1.2%,260,23.0%,321,28.4%,92,8.1%,896,79.2%,
31R051,I.S. 051 Edwin Markham,2014-15,1245,0,0,0,0,0,0,0,393,445,407,0,0,0,0,611,49.1%,634,50.9%,71,5.7%,278,22.3%,573,46.0%,17,1.4%,306,24.6%,378,30.4%,103,8.3%,926,74.4%,59.3%
31R051,I.S. 051 Edwin Markham,2015-16,1264,0,0,0,0,0,0,0,418,381,465,0,0,0,0,606,47.9%,658,52.1%,74,5.9%,276,21.8%,555,43.9%,21,1.7%,338,26.7%,389,30.8%,96,7.6%,949,75.1%,59.5%
31R051,I.S. 051 Edwin Markham,2016-17,1287,0,0,0,0,0,0,0,450,437,400,0,0,0,0,643,50.0%,644,50.0%,82,6.4%,306,23.8%,550,42.7%,17,1.3%,332,25.8%,377,29.3%,107,8.3%,983,76.4%,58.6%
31R051,I.S. 051 Edwin Markham,2017-18,1315,0,0,0,0,0,0,0,420,461,434,0,0,0,0,663,50.4%,652,49.6%,73,5.6%,310,23.6%,582,44.3%,17,1.3%,333,25.3%,392,29.8%,105,8.0%,1022,77.7%,69.3%
31R052,P.S. 052 John C. Thompson,2013-14,514,27,69,57,96,82,89,94,0,0,0,0,0,0,0,237,46.1%,277,53.9%,39,7.6%,13,2.5%,82,16.0%,2,0.4%,378,73.5%,118,23.0%,64,12.5%,285,55.4%,
31R052,P.S. 052 John C. Thompson,2014-15,502,36,76,74,60,88,81,87,0,0,0,0,0,0,0,239,47.6%,263,52.4%,41,8.2%,10,2.0%,88,17.5%,4,0.8%,359,71.5%,107,21.3%,60,12.0%,301,60.0%,39.7%
31R052,P.S. 052 John C. Thompson,2015-16,510,50,74,84,73,62,86,81,0,0,0,0,0,0,0,253,49.6%,257,50.4%,49,9.6%,6,1.2%,102,20.0%,6,1.2%,347,68.0%,106,20.8%,59,11.6%,307,60.2%,37.7%
31R052,P.S. 052 John C. Thompson,2016-17,505,53,66,68,83,79,67,89,0,0,0,0,0,0,0,263,52.1%,242,47.9%,61,12.1%,9,1.8%,101,20.0%,9,1.8%,325,64.4%,97,19.2%,72,14.3%,331,65.5%,38.1%
31R052,P.S. 052 John C. Thompson,2017-18,526,58,101,68,75,82,77,65,0,0,0,0,0,0,0,275,52.3%,251,47.7%,84,16.0%,9,1.7%,102,19.4%,12,2.3%,319,60.6%,103,19.6%,89,16.9%,341,64.8%,49.3%
31R053,The Barbara Esselborn School,2013-14,662,50,118,110,107,92,80,105,0,0,0,0,0,0,0,301,45.5%,361,54.5%,29,4.4%,11,1.7%,80,12.1%,9,1.4%,533,80.5%,155,23.4%,24,3.6%,295,44.6%,
31R053,The Barbara Esselborn School,2014-15,710,85,103,124,111,108,93,86,0,0,0,0,0,0,0,327,46.1%,383,53.9%,31,4.4%,16,2.3%,87,12.3%,14,2.0%,562,79.2%,158,22.3%,30,4.2%,296,41.7%,24.5%
31R053,The Barbara Esselborn School,2015-16,780,86,128,111,126,116,115,98,0,0,0,0,0,0,0,365,46.8%,415,53.2%,44,5.6%,17,2.2%,100,12.8%,21,2.7%,598,76.7%,176,22.6%,30,3.8%,321,41.2%,24.9%
31R053,The Barbara Esselborn School,2016-17,815,85,125,136,113,122,120,114,0,0,0,0,0,0,0,386,47.4%,429,52.6%,62,7.6%,15,1.8%,107,13.1%,16,2.0%,615,75.5%,186,22.8%,26,3.2%,305,37.4%,22.4%
31R053,The Barbara Esselborn School,2017-18,833,82,124,134,133,118,125,117,0,0,0,0,0,0,0,396,47.5%,437,52.5%,92,11.0%,12,1.4%,104,12.5%,18,2.2%,607,72.9%,179,21.5%,37,4.4%,324,38.9%,28.3%
31R054,P.S. 054 Charles W. Leng,2013-14,822,60,134,124,126,109,123,146,0,0,0,0,0,0,0,413,50.2%,409,49.8%,283,34.4%,43,5.2%,197,24.0%,26,3.2%,273,33.2%,176,21.4%,63,7.7%,475,57.8%,
31R054,P.S. 054 Charles W. Leng,2014-15,778,60,103,136,118,119,113,129,0,0,0,0,0,0,0,385,49.5%,393,50.5%,251,32.3%,34,4.4%,199,25.6%,19,2.4%,275,35.3%,168,21.6%,54,6.9%,451,58.0%,41.4%
31R054,P.S. 054 Charles W. Leng,2015-16,787,66,117,109,136,117,126,116,0,0,0,0,0,0,0,387,49.2%,400,50.8%,252,32.0%,44,5.6%,191,24.3%,18,2.3%,282,35.8%,178,22.6%,61,7.8%,479,60.9%,41.6%
31R054,P.S. 054 Charles W. Leng,2016-17,776,67,128,109,101,135,116,120,0,0,0,0,0,0,0,395,50.9%,381,49.1%,247,31.8%,42,5.4%,183,23.6%,16,2.1%,288,37.1%,198,25.5%,55,7.1%,436,56.2%,37.3%
31R054,P.S. 054 Charles W. Leng,2017-18,806,69,142,124,108,115,132,116,0,0,0,0,0,0,0,414,51.4%,392,48.6%,264,32.8%,47,5.8%,189,23.4%,21,2.6%,285,35.4%,200,24.8%,57,7.1%,481,59.7%,49.4%
31R055,P.S. 055 Henry M. Boehm,2013-14,665,36,96,109,97,92,118,117,0,0,0,0,0,0,0,320,48.1%,345,51.9%,18,2.7%,8,1.2%,55,8.3%,6,0.9%,578,86.9%,146,22.0%,11,1.7%,232,34.9%,
31R055,P.S. 055 Henry M. Boehm,2014-15,644,24,96,95,109,101,99,120,0,0,0,0,0,0,0,308,47.8%,336,52.2%,15,2.3%,5,0.8%,67,10.4%,7,1.1%,550,85.4%,136,21.1%,9,1.4%,240,37.3%,24.8%
31R055,P.S. 055 Henry M. Boehm,2015-16,636,36,87,100,97,112,103,101,0,0,0,0,0,0,0,301,47.3%,335,52.7%,11,1.7%,3,0.5%,71,11.2%,9,1.4%,542,85.2%,131,20.6%,15,2.4%,208,32.7%,20.3%
31R055,P.S. 055 Henry M. Boehm,2016-17,626,36,91,85,100,99,111,104,0,0,0,0,0,0,0,293,46.8%,333,53.2%,20,3.2%,4,0.6%,58,9.3%,7,1.1%,537,85.8%,139,22.2%,10,1.6%,204,32.6%,17.9%
31R055,P.S. 055 Henry M. Boehm,2017-18,600,36,89,92,85,99,94,105,0,0,0,0,0,0,0,276,46.0%,324,54.0%,29,4.8%,3,0.5%,58,9.7%,4,0.7%,506,84.3%,141,23.5%,19,3.2%,219,36.5%,25.8%
31R056,P.S. 56 The Louis Desario School,2013-14,723,57,84,119,102,118,105,138,0,0,0,0,0,0,0,358,49.5%,365,50.5%,30,4.1%,5,0.7%,88,12.2%,7,1.0%,593,82.0%,183,25.3%,2,0.3%,316,43.7%,
31R056,P.S. 56 The Louis Desario School,2014-15,694,66,97,88,122,96,120,105,0,0,0,0,0,0,0,350,50.4%,344,49.6%,33,4.8%,6,0.9%,82,11.8%,5,0.7%,568,81.8%,187,26.9%,5,0.7%,276,39.8%,25.7%
31R056,P.S. 56 The Louis Desario School,2015-16,648,61,76,94,89,120,90,118,0,0,0,0,0,0,0,323,49.8%,325,50.2%,28,4.3%,8,1.2%,85,13.1%,4,0.6%,523,80.7%,184,28.4%,4,0.6%,251,38.7%,26.0%
31R056,P.S. 56 The Louis Desario School,2016-17,603,63,88,68,91,83,118,92,0,0,0,0,0,0,0,300,49.8%,303,50.2%,27,4.5%,8,1.3%,88,14.6%,3,0.5%,477,79.1%,173,28.7%,7,1.2%,224,37.1%,26.0%
31R056,P.S. 56 The Louis Desario School,2017-18,605,62,83,90,71,96,86,117,0,0,0,0,0,0,0,294,48.6%,311,51.4%,30,5.0%,7,1.2%,91,15.0%,6,1.0%,471,77.9%,170,28.1%,12,2.0%,224,37.0%,29.3%
